"STATION","LONGITUDE","LATITUDE","STRATA","DEPTH","REGION","SMB","LPOTW","SPOTW","RIVER","ISLAND","HISTORICAL","BAYCODE","SDB","MEXICO","Level1 InclPr","Level1 AreaWt","Level2 InclPr","Level2 AreaWt","Level3 InclPr","Level3 AreaWt","Level4 InclPr","Level4 AreaWt","Level5 InclPr","Level5 AreaWt","Level6 InclPr","Level6 Ar"
"2520    ",-119.42,34.03,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2521    ",-119.78,33.94,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2522    ",-119.49,34.05,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2523    ",-119.09,33.47,"ChannelSEM","M","I",,"Z","Z","Z","S","N","Z","N","Z",0.02,45.45,0.02,45.45,0.02,45.45,,,,,,
"2539    ",-119.43,34.01,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2540    ",-119.71,33.96,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2541    ",-119.04,33.46,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2542    ",-119.02,33.46,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2543    ",-119.42,34.00,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2544    ",-119.60,34.03,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2545    ",-119.36,34.01,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2546    ",-119.40,34.01,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2547    ",-119.57,34.05,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2548    ",-119.54,33.98,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2549    ",-119.58,33.98,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2550    ",-119.06,33.49,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2551    ",-119.53,33.99,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2552    ",-119.61,33.98,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2553    ",-119.05,33.48,"ChannelSES","S","I",,"Z","Z","Z","S","N","Z","N","Z",0.16,6.25,0.16,6.25,0.16,6.25,,,,,,
"2097    ",-120.31,34.40,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2098    ",-120.34,34.39,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2099    ",-120.21,34.41,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2100    ",-120.17,34.41,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2101    ",-119.80,34.33,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2102    ",-119.69,34.29,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2103    ",-119.71,34.28,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2104    ",-119.73,34.24,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2105    ",-119.70,34.24,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2106    ",-119.71,34.22,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2107    ",-119.67,34.22,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2108    ",-119.61,34.23,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2109    ",-119.63,34.21,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2110    ",-119.58,34.20,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2111    ",-119.46,34.16,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2112    ",-119.39,34.14,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2113    ",-119.12,34.05,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2114    ",-118.97,33.99,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2115    ",-118.75,33.98,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2116    ",-118.70,33.98,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2117    ",-118.59,33.94,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2118    ",-118.44,33.83,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2119    ",-117.91,33.57,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2120    ",-117.83,33.54,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2121    ",-117.79,33.50,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2122    ",-117.51,33.22,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2459    ",-117.44,32.64,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2460    ",-117.41,32.60,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2461    ",-117.35,32.61,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2462    ",-117.41,32.60,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2463    ",-117.37,32.58,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2608    ",-119.62,34.24,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2609    ",-119.62,34.20,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2610    ",-118.09,33.58,"Deep","D",,,"Z","Z","Z","Z","N","Z","N","Z",0.74,1.34,,,,,,,,,,
"2341    ",-119.15,34.08,"Hist30","S",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2343    ",-118.85,34.02,"Hist30","S",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2345    ",-117.76,33.50,"Hist30","S",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2347    ",-117.65,33.40,"Hist30","S",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2349    ",-117.26,32.89,"Hist30","S",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2352    ",-117.19,32.54,"Hist30","S",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2342    ",-119.15,34.07,"Hist60","M",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2344    ",-118.85,34.01,"Hist60","M",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2346    ",-117.77,33.49,"Hist60","M",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2348    ",-117.66,33.39,"Hist60","M",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2350    ",-117.27,32.88,"Hist60","M",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2351    ",-117.32,32.82,"Hist60","M",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2353    ",-117.26,32.55,"Hist60","M",,,"Z","Z","Z","Z","Y","Z","N","Z",1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
"2189    ",-118.56,33.95,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2190    ",-118.52,33.94,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2191    ",-118.56,33.93,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2192    ",-118.51,33.94,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2193    ",-118.55,33.92,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2194    ",-118.52,33.92,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2195    ",-118.52,33.91,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2196    ",-118.55,33.90,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2197    ",-118.50,33.90,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2198    ",-118.52,33.88,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2199    ",-118.53,33.88,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2200    ",-118.42,33.74,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2201    ",-118.39,33.72,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2202    ",-118.37,33.72,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2203    ",-118.34,33.72,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2204    ",-118.33,33.69,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2205    ",-118.30,33.67,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2206    ",-118.29,33.67,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2207    ",-118.06,33.61,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2208    ",-118.05,33.60,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2209    ",-118.06,33.59,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2210    ",-118.04,33.58,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2211    ",-118.00,33.58,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2212    ",-117.98,33.58,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2213    ",-117.97,33.57,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2214    ",-117.30,32.68,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2215    ",-117.31,32.68,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2216    ",-117.32,32.67,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2217    ",-117.31,32.66,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2218    ",-117.27,32.66,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2219    ",-117.33,32.65,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2220    ",-117.27,32.65,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,0.98,1.01,0.98,1.01,0.49,2.03,0.49,2.03,,
"2554    ",-118.01,33.57,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,,,,,,,,,,
"2555    ",-118.00,33.57,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,,,,,,,,,,
"2556    ",-117.30,32.69,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,,,,,,,,,,
"2611    ",-118.55,33.95,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,,,,,,,,,,
"2612    ",-118.44,33.76,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,,,,,,,,,,
"2613    ",-118.32,33.70,"LPOTW",,,,,"Z","Z","Z","N","Z","N","Z",0.98,1.01,,,,,,,,,,
"2128    ",-119.25,34.24,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2129    ",-119.22,34.17,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2130    ",-119.22,34.17,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2131    ",-119.22,34.16,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2132    ",-119.22,34.15,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2133    ",-118.06,33.71,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2134    ",-118.06,33.71,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2135    ",-118.05,33.71,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2136    ",-117.92,33.61,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2137    ",-117.92,33.61,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2138    ",-117.91,33.61,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2139    ",-117.91,33.61,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2140    ",-117.91,33.61,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2141    ",-117.90,33.61,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2142    ",-117.91,33.60,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2143    ",-117.90,33.60,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2144    ",-117.90,33.60,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2145    ",-117.88,33.60,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2146    ",-117.88,33.60,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2147    ",-117.89,33.60,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2148    ",-117.87,33.59,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2149    ",-117.70,33.46,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2150    ",-117.70,33.46,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2151    ",-117.69,33.46,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2420    ",-118.24,33.76,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2421    ",-118.24,33.76,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2422    ",-118.25,33.74,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2423    ",-117.24,32.78,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2424    ",-117.24,32.76,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2425    ",-117.23,32.76,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,0.53,1.88,0.53,1.88,0.53,1.88,0.53,1.88,"0.1657","6.03500301750151"
"2443    ",-118.45,33.98,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,"0.2486","4.02252614641995"
"2444    ",-118.44,33.98,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,"0.2486","4.02252614641995"
"2445    ",-118.45,33.97,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,"0.2486","4.02252614641995"
"2446    ",-118.44,33.97,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,"0.2486","4.02252614641995"
"2447    ",-118.44,33.97,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,"0.2486","4.02252614641995"
"2448    ",-118.44,33.97,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,"0.2486","4.02252614641995"
"2449    ",-118.45,33.96,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,0.24,4.02,"0.2486","4.02252614641995"
"2557    ",-119.26,34.25,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,,,,,,,,,,
"2558    ",-118.11,33.74,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.16,6.03,,,,,,,,,,
"2580    ",-119.26,34.24,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.26,3.77,,,,,,,,,,
"2585    ",-117.39,33.21,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.26,3.77,,,,,,,,,,
"2586    ",-117.40,33.21,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.26,3.77,,,,,,,,,,
"2590    ",-118.40,33.84,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.26,3.77,,,,,,,,,,
"2591    ",-118.12,33.76,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.26,3.77,,,,,,,,,,
"2592    ",-118.11,33.76,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.26,3.77,,,,,,,,,,
"2593    ",-118.12,33.75,"marina",,,,"Z","Z","Z","Z","N","M","N","Z",0.26,3.77,,,,,,,,,,
"2555m   ",-116.94,32.20,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2556m   ",-116.92,32.19,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2559m   ",-116.95,32.16,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2561m   ",-117.00,32.23,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2569m   ",-116.93,32.17,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2572m   ",-116.86,31.97,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2574m   ",-116.97,32.24,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2578m   ",-116.90,32.06,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2580m   ",-116.98,32.24,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2589m   ",-117.02,32.21,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2591m   ",-116.93,32.14,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2596m   ",-116.93,32.13,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2601m   ",-116.95,32.22,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2603m   ",-116.91,32.03,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2605m   ",-116.91,32.11,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2612m   ",-116.89,31.98,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2613m   ",-116.90,32.03,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2618m   ",-116.93,32.10,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2619m   ",-116.96,32.19,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2622m   ",-116.95,32.20,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
"2625m   ",-116.84,31.95,"Mexico-Central",,"M","N","Z","Z","Z","Z","N","Z","N","C",,,0.04,21.27,0.04,21.27,,,,,,
